PMID	fullName	firstName	lastName	initials	AFF	Best_name	ROR_ID	Country	City	Predict
30595504	Erkek S	Serap	Erkek	S	Hopp-Children's Cancer Center at the NCT Heidelberg (KiTZ), 69120 Heidelberg, Germany	National Center for Tumor Diseases	https://ror.org/01txwsw02	Germany	Heidelberg	[{'name': 'National Center for Tumor Diseases', 'id': 'https://ror.org/01txwsw02', 'choose': True, 'score': 1.0, 'method': "Exact match : 'NCT Heidelberg' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': "Hopp-Children's Cancer Center at the NCT Heidelberg (KiTZ), 69120 Heidelberg, Germany"}]
30595504	Erkek S	Serap	Erkek	S	Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany	German Cancer Research Center	https://ror.org/04cdgtt98	Germany	Heidelberg	[{'name': 'National Center for Tumor Diseases', 'id': 'https://ror.org/01txwsw02', 'choose': False, 'score': 0.81, 'method': 'Prediction', 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany'}, {'name': 'German Cancer Research Center', 'id': 'https://ror.org/04cdgtt98', 'choose': True, 'score': 1.0, 'method': "Exact match : 'German Cancer Research Center' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany'}]
30595504	Erkek S	Serap	Erkek	S	European Molecular Biology Laboratory, Genome Biology Unit, 69117 Heidelberg, Germany	European Molecular Biology Laboratory	https://ror.org/03mstc592	Germany	Heidelberg	[{'name': 'European Molecular Biology Laboratory', 'id': 'https://ror.org/03mstc592', 'choose': True, 'score': 1.0, 'method': "Exact match : 'European Molecular Biology Laboratory' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': ' European Molecular Biology Laboratory, Genome Biology Unit, 69117 Heidelberg, Germany'}]
30595504	Erkek S	Serap	Erkek	S	Izmir Biomedicine and Genome Center, 35340 Izmir, Turkey.			 	 	[]
30595504	Johann PD	Pascal D	Johann	PD	Hopp-Children's Cancer Center at the NCT Heidelberg (KiTZ), 69120 Heidelberg, Germany	National Center for Tumor Diseases	https://ror.org/01txwsw02	Germany	Heidelberg	[{'name': 'National Center for Tumor Diseases', 'id': 'https://ror.org/01txwsw02', 'choose': True, 'score': 1.0, 'method': "Exact match : 'NCT Heidelberg' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': "Hopp-Children's Cancer Center at the NCT Heidelberg (KiTZ), 69120 Heidelberg, Germany"}]
30595504	Johann PD	Pascal D	Johann	PD	Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany	German Cancer Research Center	https://ror.org/04cdgtt98	Germany	Heidelberg	[{'name': 'National Center for Tumor Diseases', 'id': 'https://ror.org/01txwsw02', 'choose': False, 'score': 0.81, 'method': 'Prediction', 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany'}, {'name': 'German Cancer Research Center', 'id': 'https://ror.org/04cdgtt98', 'choose': True, 'score': 1.0, 'method': "Exact match : 'German Cancer Research Center' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Division of Pediatric Neurooncology, German Cancer Research Center (DKFZ) and German Cancer Consortium (DKTK), Im Neuenheimer Feld 280, 69120 Heidelberg, Germany'}]
30595504	Johann PD	Pascal D	Johann	PD	Department of Pediatric Hematology and Oncology, University Hospital Heidelberg, 69120 Heidelberg, Germany.	University Hospital Heidelberg	https://ror.org/013czdx64	Germany	Heidelberg	[{'name': 'Heidelberg University', 'id': 'https://ror.org/038t36y30', 'choose': False, 'score': 0.86, 'method': 'Prediction', 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Department of Pediatric Hematology and Oncology, University Hospital Heidelberg, 69120 Heidelberg, Germany.'}, {'name': 'University Hospital Heidelberg', 'id': 'https://ror.org/013czdx64', 'choose': True, 'score': 1.0, 'method': "Exact match : 'University Hospital Heidelberg' Heidelberg Germany", 'city': 'Heidelberg', 'country': 'Germany', 'string': ' Department of Pediatric Hematology and Oncology, University Hospital Heidelberg, 69120 Heidelberg, Germany.'}]
30595504	Finetti MA	Martina A	Finetti	MA	Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.	Newcastle University	https://ror.org/01kj2bm70	United_Kingdom	Newcastle_upon_Tyne	[{'name': 'University College Hospital Macmillan Cancer Centre', 'id': 'https://ror.org/026g3h106', 'choose': False, 'score': 0.0, 'method': '', 'city': 'London', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.6, 'avg': 0.3}, {'name': 'Newcastle United Foundation', 'id': 'https://ror.org/030v3z925', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Newcastle_upon_Tyne', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.6, 'avg': 0.3}, {'name': 'Edinburgh Cancer Research Centre', 'id': 'https://ror.org/05a7t9b67', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Edinburgh', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.69, 'avg': 0.34}, {'name': 'Newcastle upon Tyne Hospital', 'id': 'https://ror.org/02w91w637', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Newcastle_upon_Tyne', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.78, 'avg': 0.39}, {'name': 'Elders of Newscastle Upon Tyne', 'id': 'https://ror.org/00ztk9j52', 'choose': False, 'score': 0.0, 'method': '', 'city': 'Newcastle_upon_Tyne', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.79, 'avg': 0.4}, {'name': 'Northumbria University', 'id': 'https://ror.org/049e6bc10', 'choose': False, 'score': 0.07, 'method': 'Prediction', 'city': 'Newcastle_upon_Tyne', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.75, 'avg': 0.41}, {'name': 'Oxford Centre', 'id': 'https://ror.org/05kgg0s20', 'choose': False, 'score': 0.19, 'method': 'Prediction', 'city': 'Oxford', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 0.75, 'avg': 0.47}, {'name': 'Newcastle University', 'id': 'https://ror.org/01kj2bm70', 'choose': False, 'score': 0.84, 'method': 'Prediction', 'city': 'Newcastle_upon_Tyne', 'country': 'United_Kingdom', 'string': 'Wolfson Childhood Cancer Research Centre, Northern Institute for Cancer Research, Newcastle University, NE2 Newcastle Upon Tyne, UK.', 'ROR_API': True, 'ROR_API_score': 1.0, 'avg': 0.92}]
30595504	Drosos Y	Yiannis	Drosos	Y	Department of Oncology, St Jude Children's Research Hospital, 38105 Memphis, USA.	St. Jude Children's Research Hospital	https://ror.org/02r3e0967	United_States	Memphis	[{'name': "St. Jude Children's Research Hospital", 'id': 'https://ror.org/02r3e0967', 'choose': False, 'score': 0.99, 'method': 'Prediction on complete sentence', 'city': 'Memphis', 'country': 'United_States', 'string': "Department of Oncology, St Jude Children's Research Hospital, 38105 Memphis, USA."}]
30595504	Chou HC	Hsien-Chao	Chou	HC	Department of Oncology, St Jude Children's Research Hospital, 38105 Memphis, USA.	St. Jude Children's Research Hospital	https://ror.org/02r3e0967	United_States	Memphis	[{'name': "St. Jude Children's Research Hospital", 'id': 'https://ror.org/02r3e0967', 'choose': False, 'score': 0.99, 'method': 'Prediction on complete sentence', 'city': 'Memphis', 'country': 'United_States', 'string': "Department of Oncology, St Jude Children's Research Hospital, 38105 Memphis, USA."}]
