31872957	Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, 69117, Germany.
31864810	Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL) Heidelberg, 69117 Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL) Heidelberg, 69117 Heidelberg, Germany. Electronic address: janosch.hennig@embl.de.
31871773	3European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Hinxton, UK.
31848402	European Molecular Biology Laboratory Hamburg Outstation, EMBL c/o DESY, Notkestrasse 85, 22603, Hamburg, Germany.
31899087	The Hamburg Centre for Ultrafast Imaging, Luruper Chaussee 149, 22761 Hamburg, Germany; European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany. /// European Molecular Biology Laboratory Hamburg Outstation c/o DESY, Notkestrasse 85, 22607 Hamburg, Germany.
31843054	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Cambridge, United Kingdom.
31871321	Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. /// Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. lars.velten@embl.de. /// Genome Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. larsms@embl.de.
31871183	European Molecular Biology Laboratory, Hamburg Unit c/o DESY, European Molecular Biology Laboratory, 22603 Hamburg, Germany.
31873213	European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany. /// Molecular Medicine Partnership Unit, European Molecular Biology Laboratory, University of Heidelberg, Heidelberg, Germany. /// European Molecular Biology Laboratory, Genomics Core Facility, Heidelberg, Germany. /// European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany. jan.korbel@embl.de.
31861603	Epigenetics & Neurobiology Unit, European Molecular Biology Laboratory (EMBL Rome), 00015 Monterotondo, Italy.
31886458	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
31856237	European Molecular Biology Laboratory, Hamburg Unit, Hamburg, Germany.
31856920	European Molecular Biology Laboratory, Cell Biology and Biophysics Unit, Heidelberg, Germany.
31886916	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Cambridge, UK.
31862794	EMBL Barcelona, Carrer Dr. Aiguader 88, Barcelona 08003, Spain james.sharpe@embl.es.
31867857	European Molecular Biology Organization, Heidelberg, Germany.
31852826	European Molecular Biology Laboratory, Hamburg Unit, 22607 Hamburg, Germany.
31841001	European Molecular Biology Laboratory , Genome Biology Unit, Meyerhofstraße 1 , 69117 Heidelberg , Germany.
31892341	European Molecular Biology Laboratory - European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridgeshire, CB10 1SD, UK.
31877322	Centre for Structural Systems Biology, Notkestraße 85, 22607, Hamburg, Germany; Molecular Biology Laboratory (EMBL), Hamburg Unit c/o Deutsches Elektronen Synchrotron (DESY), Notkestrasse 85, 22607, Hamburg, Germany.
31942413	European Laboratory Association ELA, Ibbenbueren, Germany.
31882714	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Cambridge, UK. maaly13@yahoo.com.
31885181	Genomics Core Facility, EMBL Heidelberg, Heidelberg, Germany.
31844114	European Molecular Biology Laboratory (EMBL) Rome, Adriano Buzzati-Traverso Campus, 00015, Monterotondo, Italy. mariano.maffei@embl.it. /// European Molecular Biology Laboratory (EMBL) Rome, Adriano Buzzati-Traverso Campus, 00015, Monterotondo, Italy. /// European Molecular Biology Laboratory (EMBL) Rome, Adriano Buzzati-Traverso Campus, 00015, Monterotondo, Italy. paul.heppenstall@sissa.it.
31844327	European Bioinformatics Institute, European Molecular Biology Laboratory, Hinxton, UK.
31838087	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK. Electronic address: ndr@ebi.ac.uk.
31836005	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. dmccarthy@svi.edu.au. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. o.stegle@dkfz.de.
31831620	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, 69117 Heidelberg, Germany.
31831856	European Molecular Biology Laboratory, Hamburg Outstation, EMBL c/o DESY, Notkestrasse 85, 22607, Hamburg, Germany.
31831842	Norwegian Center of Molecular Medicine, Nordic EMBL Partnership University of Oslo, Oslo, Norway.
31887656	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Cambridge CB10 1SD, UK.
31833957	Genome Biology Unit, European Molecular Biology Laboratory (EMBL).
